customer_id,total_past_orders,avg_rating_given,is_premium_member,complaints_last_90d
CUST00870,20,4.0,0,0
CUST00871,15,4.2,1,0
CUST00872,13,3.5,1,1
CUST00873,14,4.0,0,0
CUST00874,14,3.8,0,0
CUST00875,12,4.5,0,1
CUST00876,11,3.7,0,0
CUST00877,13,3.8,1,0
CUST00878,17,4.8,0,0
CUST00879,12,4.3,0,0
CUST00880,17,3.7,1,1
CUST00881,11,3.5,0,0
CUST00882,16,4.1,0,0
CUST00883,13,3.9,0,0
CUST00884,12,4.9,0,0
CUST00885,15,4.8,0,0
CUST00886,10,3.3,0,1
CUST00887,9,4.1,0,0
CUST00888,8,3.8,0,0
CUST00889,10,3.8,0,3
CUST00890,6,4.2,1,1
CUST00891,11,3.2,0,0
CUST00892,15,3.2,0,1
CUST00893,17,3.7,0,0
CUST00894,10,4.7,0,1
CUST00895,10,4.3,0,0
CUST00896,18,4.4,0,0
CUST00897,13,5.0,0,0
CUST00898,11,3.5,1,1
CUST00899,8,4.1,1,1
CUST00900,14,5.0,0,0
CUST00901,7,4.8,0,0
CUST00902,16,4.2,0,0
CUST00903,17,4.8,0,0
CUST00904,5,4.0,0,1
CUST00905,8,3.8,0,0
CUST00906,10,4.8,1,2
CUST00907,15,4.8,0,2
CUST00908,13,3.6,1,0
CUST00909,11,2.7,0,1
CUST00910,13,4.9,1,0
CUST00911,11,5.0,0,0
CUST00912,14,4.1,0,0
CUST00913,10,4.8,1,1
CUST00914,13,4.5,0,1
CUST00915,11,4.6,0,1
CUST00916,9,4.9,0,0
CUST00917,14,4.4,0,0
CUST00918,14,4.9,1,0
CUST00919,10,5.0,0,0
CUST00920,9,4.4,0,1
CUST00921,17,5.0,1,1
CUST00922,14,3.5,1,0
CUST00923,10,4.4,1,0
CUST00924,9,4.7,0,0
CUST00925,10,4.2,0,0
CUST00926,16,2.9,1,0
CUST00927,11,3.5,0,0
CUST00928,19,4.6,0,1
CUST00929,20,4.4,0,0
CUST00930,11,5.0,0,0
CUST00931,14,4.0,0,0
CUST00932,11,5.0,0,0
CUST00933,10,4.4,0,1
CUST00934,9,4.6,0,1
CUST00935,12,3.8,0,0
CUST00936,11,4.3,1,0
CUST00937,6,4.1,1,0
CUST00938,15,5.0,0,1
CUST00939,15,3.3,0,0
CUST00940,10,5.0,0,2
CUST00941,11,4.2,0,1
CUST00942,7,4.2,0,0
CUST00943,11,4.3,0,0
CUST00944,13,5.0,1,0
CUST00945,11,3.9,0,0
CUST00946,13,5.0,0,1
CUST00947,14,4.0,0,0
CUST00948,7,4.0,0,0
CUST00949,11,4.5,0,2
CUST00950,12,4.2,0,0
CUST00951,15,4.0,1,0
CUST00952,17,3.8,0,1
CUST00953,15,3.8,0,0
CUST00954,14,4.2,0,0
CUST00955,12,4.3,0,0
CUST00956,9,4.4,0,1
CUST00957,14,4.1,0,0
CUST00958,8,5.0,0,0
CUST00959,12,4.0,1,0
CUST00960,13,4.6,0,1
CUST00961,15,3.2,1,1
CUST00962,7,5.0,0,0
CUST00963,10,3.8,0,0
CUST00964,22,4.8,0,0
CUST00965,16,4.5,0,0
CUST00966,11,4.6,0,1
CUST00967,16,4.5,1,1
CUST00968,16,4.4,0,1
CUST00969,9,4.4,0,0
CUST00970,5,4.2,1,0
CUST00971,17,4.0,0,0
CUST00972,13,4.2,1,0
CUST00973,9,5.0,0,1
CUST00974,13,3.4,1,2
CUST00975,12,4.6,0,0
CUST00976,13,4.9,1,0
CUST00977,7,4.0,1,0
CUST00978,15,3.3,1,0
CUST00979,14,5.0,1,1
CUST00980,17,4.1,0,0
CUST00981,16,3.6,0,2
CUST00982,21,4.8,0,0
CUST00983,13,4.0,1,0
CUST00984,11,3.3,1,0
CUST00985,11,4.5,0,1
CUST00986,9,4.5,0,0
CUST00987,12,3.0,0,0
CUST00988,16,5.0,0,0
CUST00989,10,3.9,0,1
CUST00990,18,3.6,1,0
CUST00991,9,4.9,0,0
CUST00992,12,3.2,1,0
CUST00993,15,4.4,0,0
CUST00994,16,3.7,0,0
CUST00995,16,3.9,0,0
CUST00996,8,4.3,1,0
CUST00997,11,4.6,1,1
CUST00998,13,4.5,0,0
CUST00999,5,4.3,0,0
CUST01000,9,3.8,0,0
CUST01001,6,3.4,0,0
CUST01002,13,3.5,0,0
CUST01003,14,4.3,0,1
CUST01004,16,3.8,0,0
CUST01005,14,4.0,1,0
CUST01006,9,3.9,0,0
CUST01007,12,4.5,0,0
CUST01008,20,3.6,0,0
CUST01009,8,3.2,0,1
CUST01010,9,3.6,1,0
CUST01011,9,4.0,0,0
CUST01012,16,4.7,0,0
CUST01013,12,4.3,0,0
CUST01014,19,5.0,1,0
CUST01015,9,4.4,1,0
CUST01016,13,4.9,0,0
CUST01017,17,2.9,0,1
CUST01018,8,3.4,1,0
CUST01019,13,5.0,0,0
CUST01020,11,4.5,0,1
CUST01021,10,3.9,1,0
CUST01022,9,4.1,1,1
CUST01023,11,4.4,0,0
CUST01024,16,3.0,0,0
CUST01025,17,3.6,0,0
CUST01026,10,4.3,0,0
CUST01027,13,4.4,0,0
CUST01028,12,4.4,0,0
CUST01029,16,5.0,0,0
CUST01030,11,5.0,1,0
CUST01031,7,5.0,1,0
CUST01032,15,3.9,0,2
CUST01033,15,4.2,0,0
CUST01034,13,3.1,0,0
CUST01035,17,4.8,0,2
CUST01036,18,3.9,0,0
CUST01037,14,4.2,1,0
CUST01038,14,5.0,0,1
CUST01039,13,3.9,0,1
CUST01040,18,4.0,0,0
CUST01041,20,4.6,0,1
CUST01042,9,4.6,1,0
CUST01043,6,4.1,0,0
CUST01044,20,4.6,1,2
CUST01045,16,3.3,0,0
CUST01046,8,4.8,1,0
CUST01047,12,5.0,1,0
CUST01048,14,4.1,0,0
CUST01049,20,4.0,1,0
CUST01050,13,4.8,0,1
CUST01051,19,4.5,0,0
CUST01052,8,5.0,0,0
CUST01053,12,4.0,1,0
CUST01054,11,4.0,0,0
CUST01055,16,3.6,0,0
CUST01056,16,4.0,1,1
CUST01057,13,4.3,1,0
CUST01058,10,3.9,0,1
CUST01059,17,4.5,1,0
CUST01060,10,4.1,0,0
CUST01061,10,4.8,0,0
CUST01062,13,3.0,0,0
CUST01063,15,3.8,0,1
CUST01064,10,4.4,0,0
CUST01065,15,3.4,0,0
CUST01066,14,4.3,1,0
CUST01067,12,3.9,1,1
CUST01068,12,4.1,0,0
CUST01069,17,5.0,0,0
CUST01070,14,3.2,1,0
CUST01071,8,4.9,0,1
CUST01072,10,4.4,0,0
CUST01073,13,3.9,0,0
CUST01074,13,3.9,1,0
CUST01075,14,4.4,0,0
CUST01076,15,3.4,1,0
CUST01077,7,4.9,1,1
CUST01078,18,4.7,1,0
CUST01079,17,4.1,1,0
CUST01080,9,3.3,0,0
CUST01081,11,3.9,0,0
CUST01082,16,3.8,0,0
CUST01083,16,4.5,0,0
CUST01084,17,4.4,0,0
CUST01085,10,3.2,0,0
CUST01086,11,4.6,1,0
CUST01087,16,3.6,0,1
CUST01088,14,3.3,0,2
CUST01089,8,3.6,1,1
CUST01090,12,3.3,0,1
CUST01091,17,4.0,0,0
CUST01092,11,3.3,1,0
CUST01093,9,4.1,1,0
CUST01094,9,4.9,0,1
CUST01095,12,4.3,0,0
CUST01096,7,4.9,0,1
CUST01097,11,4.1,0,0
CUST01098,24,4.0,0,1
CUST01099,9,4.7,0,0
CUST01100,6,4.6,0,0
CUST01101,13,2.1,0,0
CUST01102,11,3.8,0,0
CUST01103,8,4.0,0,0
CUST01104,16,3.1,0,1
CUST01105,13,3.7,0,2
CUST01106,13,4.6,0,0
CUST01107,15,3.9,1,0
CUST01108,18,5.0,0,2
CUST01109,8,3.3,1,0
CUST01110,12,3.8,0,2
CUST01111,14,4.3,1,0
CUST01112,21,3.1,0,0
CUST01113,13,4.4,0,0
CUST01114,17,3.9,1,0
CUST01115,16,3.9,0,0
CUST01116,10,4.2,0,2
CUST01117,13,3.5,1,0
CUST01118,11,3.8,0,0
CUST01119,10,3.8,0,1
CUST01120,13,3.8,0,0
CUST01121,19,3.6,0,1
CUST01122,10,3.9,0,0
CUST01123,15,4.3,0,0
CUST01124,12,4.2,0,1
CUST01125,11,4.6,1,0
CUST01126,16,4.4,0,1
CUST01127,12,4.0,1,0
CUST01128,13,4.2,0,0
CUST01129,21,4.2,0,0
CUST01130,17,4.0,0,0
CUST01131,6,5.0,0,0
CUST01132,16,4.3,1,1
CUST01133,11,3.4,0,0
CUST01134,10,5.0,1,0
CUST01135,14,4.7,0,1
CUST01136,11,3.8,0,1
CUST01137,9,3.8,1,0
CUST01138,7,4.4,1,2
CUST01139,13,5.0,1,0
CUST01140,9,4.6,0,0
CUST01141,17,3.2,0,0
CUST01142,15,5.0,0,1
CUST01143,15,3.5,0,0
CUST01144,18,4.2,0,0
CUST01145,16,4.7,1,2
CUST01146,15,4.4,0,0
CUST01147,9,3.6,0,0
CUST01148,14,3.4,0,0
CUST01149,14,4.2,0,1
CUST01150,13,3.3,0,0
CUST01151,19,4.8,0,0
CUST01152,14,3.3,0,0
CUST01153,12,4.6,1,0
CUST01154,9,4.3,0,1
CUST01155,13,4.0,0,0
CUST01156,7,4.4,0,0
CUST01157,15,4.1,0,0
CUST01158,17,3.7,1,0
CUST01159,16,4.4,1,0
CUST01160,16,5.0,1,0
CUST01161,13,3.6,0,0
CUST01162,15,5.0,1,0
CUST01163,17,4.8,0,0
CUST01164,13,5.0,0,0
CUST01165,10,3.8,0,0
CUST01166,14,5.0,0,0
CUST01167,13,4.2,1,0
CUST01168,19,3.6,0,0
CUST01169,20,4.0,0,0
CUST01170,12,3.4,0,0
CUST01171,9,4.1,0,0
CUST01172,20,4.0,1,2
CUST01173,20,3.8,0,0
CUST01174,11,4.8,0,0
CUST01175,8,4.4,0,0
CUST01176,9,4.5,0,0
CUST01177,5,4.0,1,0
CUST01178,10,3.9,0,0
CUST01179,14,3.5,0,1
CUST01180,14,3.5,0,0
CUST01181,11,4.5,1,0
CUST01182,7,3.5,1,0
CUST01183,13,4.2,0,0
CUST01184,12,4.8,0,1
CUST01185,11,3.8,0,1
CUST01186,15,3.3,1,0
CUST01187,9,5.0,1,0
CUST01188,14,2.9,0,0
CUST01189,10,4.4,0,1
CUST01190,15,3.2,0,0
CUST01191,11,4.3,0,0
CUST01192,9,4.4,1,0
CUST01193,13,4.1,0,0
CUST01194,13,4.9,0,0
CUST01195,8,5.0,0,0
CUST01196,14,3.5,1,0
CUST01197,15,4.0,0,1
CUST01198,12,3.1,0,0
CUST01199,18,4.4,0,0
CUST01200,15,3.2,0,0
CUST01201,23,3.5,0,0
CUST01202,12,4.2,0,0
CUST01203,9,5.0,1,0
CUST01204,15,3.7,0,0
CUST01205,11,2.7,0,0
CUST01206,13,4.1,0,0
CUST01207,8,4.3,0,0
CUST01208,14,4.5,0,0
CUST01209,8,5.0,0,0
CUST01210,14,3.4,0,0
CUST01211,12,3.9,0,0
CUST01212,12,4.9,0,1
CUST01213,18,5.0,0,0
CUST01214,15,4.1,0,0
CUST01215,12,4.8,0,0
CUST01216,14,4.1,0,0
CUST01217,17,3.7,0,1
CUST01218,15,4.3,1,0
CUST01219,11,3.6,1,2
CUST01220,8,3.9,0,1
CUST01221,12,4.7,0,0
CUST01222,11,4.9,0,0
CUST01223,7,5.0,0,0
CUST01224,16,3.2,0,0
CUST01225,9,3.3,1,0
CUST01226,20,3.9,0,0
CUST01227,9,5.0,0,1
CUST01228,15,4.2,1,1
CUST01229,17,5.0,0,0
CUST01230,9,5.0,1,0
CUST01231,15,4.6,0,0
CUST01232,13,5.0,0,0
CUST01233,10,3.9,1,0
CUST01234,15,4.7,0,0
CUST01235,9,4.3,0,0
CUST01236,11,4.1,0,0
CUST01237,11,4.7,1,0
CUST01238,17,4.5,0,0
CUST01239,18,3.7,1,1
CUST01240,14,4.1,0,0
CUST01241,11,4.0,0,0
CUST01242,15,3.8,0,0
CUST01243,9,3.6,1,1
CUST01244,15,5.0,0,0
CUST01245,16,4.0,0,0
CUST01246,14,4.0,1,0
CUST01247,18,4.7,0,0
CUST01248,7,4.2,0,0
CUST01249,16,4.6,0,1
CUST01250,18,4.6,0,0
CUST01251,15,4.3,0,2
CUST01252,11,4.2,1,0
CUST01253,17,3.9,0,0
CUST01254,12,4.1,1,0
CUST01255,19,4.7,1,1
CUST01256,7,4.2,0,0
CUST01257,7,4.6,1,0
CUST01258,15,3.5,1,0
CUST01259,13,4.4,0,1
CUST01260,15,3.7,0,0
CUST01261,16,4.4,1,1
CUST01262,14,5.0,0,0
CUST01263,11,3.7,0,0
CUST01264,13,3.7,0,0
CUST01265,11,3.5,1,0
CUST01266,12,4.2,0,1
CUST01267,14,4.6,0,0
CUST01268,15,3.9,0,0
CUST01269,11,3.8,0,0
CUST01270,17,3.3,0,0
CUST01271,14,4.0,0,0
CUST01272,15,4.6,0,0
CUST01273,12,3.0,1,0
CUST01274,12,3.6,1,0
CUST01275,12,5.0,0,1
CUST01276,17,4.8,1,0
CUST01277,13,3.6,0,0
CUST01278,8,3.9,0,0
CUST01279,17,3.5,1,1
CUST01280,13,5.0,0,0
CUST01281,12,3.5,1,0
CUST01282,17,3.2,0,0
CUST01283,13,3.6,0,0
CUST01284,17,3.2,1,0
CUST01285,10,4.2,1,0
CUST01286,16,4.8,0,0
CUST01287,5,4.2,0,0
CUST01288,8,5.0,1,0
CUST01289,17,3.6,0,1
CUST01290,14,3.9,0,0
CUST01291,11,4.0,0,0
CUST01292,18,3.6,0,0
CUST01293,19,4.0,1,0
CUST01294,14,4.2,0,1
CUST01295,11,4.8,0,0
CUST01296,14,4.2,0,1
CUST01297,15,4.7,0,0
CUST01298,15,5.0,1,0
CUST01299,15,4.0,0,0
CUST01300,8,4.1,1,0
CUST01301,15,3.3,0,1
CUST01302,11,4.7,0,1
CUST01303,14,3.6,0,1
CUST01304,14,4.2,1,1
CUST01305,10,4.8,1,0
CUST01306,13,5.0,0,0
CUST01307,16,3.4,0,1
CUST01308,10,3.9,0,0
CUST01309,8,5.0,0,1
CUST01310,16,3.5,0,0
CUST01311,14,3.8,1,0
CUST01312,22,3.0,0,0
CUST01313,12,4.1,1,0
CUST01314,17,5.0,0,0
CUST01315,11,5.0,0,0
CUST01316,15,4.1,0,1
CUST01317,18,4.9,0,0
CUST01318,14,3.4,0,1
CUST01319,13,4.5,1,0
CUST01320,12,3.7,0,0
CUST01321,11,4.7,0,0
CUST01322,11,4.0,1,0
CUST01323,23,4.5,0,0
CUST01324,13,4.4,0,0
CUST01325,21,3.8,0,1
CUST01326,10,4.5,0,0
CUST01327,8,3.7,0,0
CUST01328,11,3.8,0,1
CUST01329,13,5.0,0,0
CUST01330,10,3.7,0,1
CUST01331,11,3.9,0,0
CUST01332,10,4.9,0,0
CUST01333,6,3.5,0,1
CUST01334,15,3.7,0,1
CUST01335,14,3.9,0,0
CUST01336,11,4.6,0,0
CUST01337,18,4.4,0,0
CUST01338,8,3.3,0,1
CUST01339,8,4.3,1,1
CUST01340,9,3.2,0,0
CUST01341,26,3.6,0,0
CUST01342,17,4.2,1,0
CUST01343,9,4.3,0,1
CUST01344,15,5.0,0,0
CUST01345,7,4.7,0,1
CUST01346,12,4.7,1,0
CUST01347,15,3.2,0,1
CUST01348,14,3.8,1,0
CUST01349,9,4.7,0,0
CUST01350,13,4.2,0,0
CUST01351,17,4.0,1,0
CUST01352,10,4.1,1,0
CUST01353,16,4.9,1,0
CUST01354,20,5.0,1,0
CUST01355,9,4.1,1,1
CUST01356,13,3.5,0,0
CUST01357,9,3.6,0,0
CUST01358,12,4.0,1,0
CUST01359,8,5.0,0,0
CUST01360,16,3.5,0,0
CUST01361,12,4.0,0,0
CUST01362,17,4.5,0,0
CUST01363,7,4.2,0,1
CUST01364,16,3.5,1,1
CUST01365,19,5.0,0,0
CUST01366,10,4.2,0,0
CUST01367,12,3.2,0,1
CUST01368,16,3.3,0,0
CUST01369,8,4.5,0,1
CUST01370,8,3.8,1,1
CUST01371,12,4.3,0,0
CUST01372,10,3.6,0,0
CUST01373,14,5.0,0,1
CUST01374,8,4.6,0,0
CUST01375,12,4.1,0,2
CUST01376,10,3.1,0,0
CUST01377,11,4.3,0,1
CUST01378,7,4.4,0,0
CUST01379,15,4.3,0,0
CUST01380,10,4.0,0,1
CUST01381,14,4.4,0,0
CUST01382,11,4.7,0,0
CUST01383,15,4.3,0,0
CUST01384,19,4.1,0,0
CUST01385,12,4.9,0,0
CUST01386,16,4.6,0,0
CUST01387,16,4.3,0,0
CUST01388,18,4.3,0,1
CUST01389,12,4.8,1,0
CUST01390,12,3.6,0,0
CUST01391,13,5.0,1,1
CUST01392,10,3.3,0,1
CUST01393,15,3.7,0,0
CUST01394,10,4.0,0,0
CUST01395,13,4.4,1,0
CUST01396,12,4.4,0,0
CUST01397,13,5.0,0,0
CUST01398,17,2.9,0,0
CUST01399,14,3.5,0,2
CUST01400,21,4.9,0,0
CUST01401,11,4.2,0,0
CUST01402,11,4.1,0,0
CUST01403,17,5.0,0,0
CUST01404,13,3.7,1,0
CUST01405,9,4.1,0,0
CUST01406,12,3.3,0,1
CUST01407,12,4.3,0,0
CUST01408,14,3.9,1,1
CUST01409,13,3.8,0,0
CUST01410,9,3.5,0,1
CUST01411,14,4.3,0,0
CUST01412,7,4.0,0,0
CUST01413,14,3.4,0,2
CUST01414,10,5.0,0,0
CUST01415,15,4.2,0,0
CUST01416,12,4.3,0,1
CUST01417,11,4.9,0,0
CUST01418,17,3.4,0,0
CUST01419,9,3.9,0,0
CUST01420,12,4.3,0,0
CUST01421,12,3.7,0,0
CUST01422,9,3.5,0,0
CUST01423,10,4.5,0,0
CUST01424,13,4.5,1,0
CUST01425,12,3.9,0,0
CUST01426,14,3.8,0,1
CUST01427,15,4.9,0,0
CUST01428,15,4.6,0,0
CUST01429,15,4.4,0,0
CUST01430,13,5.0,0,0
CUST01431,17,4.1,1,0
CUST01432,8,4.9,0,0
CUST01433,15,4.0,0,0
CUST01434,11,4.8,0,0
CUST01435,10,3.4,0,0
CUST01436,17,4.3,0,0
CUST01437,13,4.3,0,0
CUST01438,8,4.3,0,0
CUST01439,14,3.8,0,0
CUST01440,14,4.6,0,0
CUST01441,8,4.1,0,0
CUST01442,10,3.9,0,1
CUST01443,15,4.2,0,0
CUST01444,11,4.6,1,1
CUST01445,14,4.1,0,0
CUST01446,10,5.0,1,0
CUST01447,14,2.6,0,0
CUST01448,17,5.0,0,0
CUST01449,10,5.0,0,0
CUST01450,14,4.1,0,0
CUST01451,12,4.7,1,0
CUST01452,17,3.2,1,0
CUST01453,14,4.5,0,0
CUST01454,17,3.9,0,0
CUST01455,15,4.6,1,0
CUST01456,6,3.3,0,0
CUST01457,14,4.6,1,0
CUST01458,11,5.0,0,0
CUST01459,15,5.0,1,1
CUST01460,10,4.0,0,0
CUST01461,19,2.9,1,0
CUST01462,14,4.6,0,0
CUST01463,11,3.2,0,0
CUST01464,10,4.3,0,1
CUST01465,11,4.0,0,0
CUST01466,12,3.7,1,0
CUST01467,15,5.0,1,0
CUST01468,10,4.0,0,0
CUST01469,13,3.2,0,0
CUST01470,11,3.8,0,2
CUST01471,12,3.8,0,0
CUST01472,13,3.9,0,0
CUST01473,10,5.0,0,0
CUST01474,16,4.0,1,0
CUST01475,14,3.6,0,0
CUST01476,15,4.0,0,1
CUST01477,14,4.6,0,0
CUST01478,8,4.4,0,0
CUST01479,20,4.0,0,0
CUST01480,11,4.3,1,2
CUST01481,12,4.2,1,1
CUST01482,16,4.7,0,0
CUST01483,11,3.8,0,0
CUST01484,13,3.1,0,0
CUST01485,13,3.5,0,0
CUST01486,13,5.0,0,1
CUST01487,16,4.8,1,1
CUST01488,9,3.6,1,0
CUST01489,7,3.6,0,0
CUST01490,16,4.2,0,0
CUST01491,15,4.2,1,0
CUST01492,12,4.7,0,0
CUST01493,15,4.2,0,2
CUST01494,12,4.5,1,1
CUST01495,7,3.0,0,0
CUST01496,12,5.0,0,0
CUST01497,19,3.8,1,0
CUST01498,13,4.9,0,0
CUST01499,13,3.6,0,0
