order_id,user_id,food_name,distance_km,restaurant_prep_time_min,hour_of_day,is_peak_hour,order_value_inr,customer_total_past_orders,customer_is_premium,customer_complaints_90d,cuisine_type,weather,traffic_level,vehicle_type,delivery_time_min,customer_rating,churned,rating
500,user_059,Sushi Roll,3.34,15,17,0,1374.42,62,0,0,Chinese,Storm,Low,Scooter,44.3,3,0,4
501,user_021,Sushi Roll,7.6,18,17,1,740.96,23,0,0,South Indian,Cloudy,Medium,Bike,60.0,1,0,1
502,user_065,Paneer Tikka,6.86,16,22,0,207.15,13,0,2,Continental,Cloudy,Medium,Scooter,48.8,2,0,1
503,user_009,Paneer Tikka,10.34,17,15,0,152.88,32,1,1,Indian,Storm,Medium,Scooter,67.7,4,0,4
504,user_020,Chocolate Donut,0.71,8,19,1,348.13,15,0,3,Chinese,Storm,Medium,Bike,44.4,1,0,2
505,user_099,Chocolate Donut,8.51,25,14,1,1236.12,13,0,2,Chinese,Sunny,High,Bicycle,71.4,5,1,2
506,user_086,Margherita Pizza,0.82,5,13,1,571.96,24,0,0,Italian,Cloudy,Low,Bike,25.9,1,0,1
507,user_023,Paneer Tikka,2.68,11,20,0,1408.06,50,0,0,Fast Food,Sunny,Medium,Scooter,29.8,1,0,3
508,user_014,Ice Cream Cone,8.07,13,13,1,1009.92,47,1,1,Indian,Storm,Low,Scooter,60.7,5,0,3
509,user_003,Veg Fried Rice,11.13,29,22,0,1071.21,42,1,2,Indian,Rain,High,Bicycle,82.0,4,1,4
510,user_018,Sushi Roll,0.65,5,23,0,962.89,15,0,3,South Indian,Cloudy,High,Bicycle,35.7,5,1,3
511,user_098,Paneer Tikka,3.24,28,21,0,937.31,56,0,2,Chinese,Cloudy,Medium,Bike,46.5,3,0,3
512,user_024,Chocolate Donut,2.87,6,8,1,1369.28,31,0,1,Indian,Cloudy,High,Scooter,49.0,4,0,1
513,user_060,Sushi Roll,2.13,11,13,0,275.79,22,0,1,Fast Food,Sunny,Low,Bike,21.4,1,0,2
514,user_022,Chocolate Donut,3.78,19,22,1,1454.82,25,0,3,Chinese,Storm,Low,Bicycle,52.2,3,0,4
515,user_060,Sushi Roll,4.89,7,22,1,1162.4,38,0,1,South Indian,Storm,Low,Scooter,49.4,2,0,3
516,user_096,Sushi Roll,5.9,9,20,1,1382.58,0,1,2,Fast Food,Storm,Low,Scooter,53.0,4,0,4
517,user_048,Ice Cream Cone,1.93,23,9,0,327.31,55,0,2,Italian,Sunny,Medium,Bike,38.0,4,0,4
518,user_019,Sushi Roll,9.85,25,15,1,1089.18,3,0,1,Fast Food,Cloudy,Low,Scooter,62.7,4,0,5
519,user_022,Chocolate Donut,7.91,17,16,0,656.73,75,0,0,South Indian,Cloudy,Low,Bike,45.8,2,0,3
520,user_096,Chocolate Donut,9.15,28,17,0,1317.19,13,0,2,South Indian,Storm,High,Scooter,83.4,3,0,1
521,user_026,Chocolate Donut,8.51,21,13,1,683.58,36,0,1,Chinese,Storm,Low,Bike,66.0,2,0,5
522,user_082,Margherita Pizza,1.18,10,10,1,1232.85,24,0,3,Indian,Storm,High,Bike,56.6,5,1,3
523,user_006,Paneer Tikka,0.84,12,14,1,769.06,12,1,2,Indian,Storm,Low,Scooter,44.0,1,0,5
524,user_031,Sushi Roll,9.26,20,20,0,762.52,43,0,2,Indian,Storm,High,Bicycle,75.4,3,0,4
525,user_097,Margherita Pizza,0.54,27,19,0,662.53,17,1,0,South Indian,Sunny,Medium,Scooter,39.5,3,0,4
526,user_030,Veg Fried Rice,0.54,25,23,0,1440.57,41,1,2,South Indian,Storm,High,Scooter,60.1,3,0,4
527,user_074,Ice Cream Cone,11.33,20,9,0,1481.62,12,0,2,Continental,Sunny,Medium,Scooter,60.0,2,0,2
528,user_022,Ice Cream Cone,11.85,19,10,0,335.27,57,0,3,Fast Food,Sunny,Medium,Bicycle,60.9,2,0,1
529,user_063,Paneer Tikka,9.31,12,18,0,1106.84,60,0,0,Fast Food,Sunny,Low,Scooter,42.7,5,0,2
530,user_038,Paneer Tikka,8.75,28,11,0,1115.04,71,0,3,South Indian,Sunny,High,Scooter,68.3,2,0,1
531,user_050,Chocolate Donut,1.97,15,18,0,1435.7,73,0,2,Italian,Cloudy,High,Bike,41.8,5,0,3
532,user_019,Veg Fried Rice,3.05,17,17,0,112.86,58,0,2,Continental,Cloudy,High,Bicycle,50.5,4,0,2
533,user_043,Margherita Pizza,11.89,8,14,1,482.83,73,0,1,Continental,Sunny,High,Scooter,68.3,4,1,2
534,user_097,Chocolate Donut,3.94,26,20,0,1377.33,20,0,3,Continental,Sunny,Low,Scooter,37.1,4,0,1
535,user_021,Veg Fried Rice,8.56,22,12,0,651.28,16,0,0,South Indian,Rain,Medium,Bicycle,61.9,3,0,4
536,user_055,Ice Cream Cone,9.75,11,13,1,1129.45,1,0,0,Continental,Storm,Medium,Bike,72.1,2,0,1
537,user_016,Margherita Pizza,1.85,21,20,0,1010.14,75,0,1,Indian,Rain,Medium,Bike,43.1,4,0,4
538,user_016,Paneer Tikka,8.46,30,10,0,1039.03,11,0,3,Italian,Cloudy,High,Bicycle,69.8,4,0,1
539,user_017,Paneer Tikka,7.09,13,18,0,1071.22,12,0,1,Fast Food,Cloudy,Low,Bicycle,40.1,4,0,1
540,user_016,Margherita Pizza,6.89,22,13,1,1196.86,67,0,0,Continental,Cloudy,Medium,Bicycle,63.1,2,0,1
541,user_047,Veg Fried Rice,7.11,25,13,1,325.69,71,0,0,South Indian,Storm,Medium,Bike,71.8,1,0,4
542,user_046,Veg Fried Rice,11.38,30,14,1,510.76,68,0,3,Continental,Sunny,Low,Scooter,68.6,5,0,1
543,user_071,Sushi Roll,3.95,11,16,1,1440.39,70,1,2,Continental,Sunny,Low,Bike,34.2,5,0,4
544,user_090,Ice Cream Cone,3.42,18,14,1,1416.28,18,0,0,Continental,Cloudy,Medium,Scooter,50.9,3,0,3
545,user_043,Ice Cream Cone,9.56,17,10,1,136.27,31,1,0,South Indian,Cloudy,Medium,Bike,65.0,5,0,3
546,user_063,Paneer Tikka,1.63,12,19,1,630.09,13,0,0,Italian,Rain,Low,Bike,34.5,3,0,5
547,user_088,Veg Fried Rice,2.46,29,12,0,645.39,44,0,3,Italian,Rain,High,Bike,57.3,2,0,2
548,user_046,Chocolate Donut,11.06,25,17,1,1464.3,31,0,3,Chinese,Storm,High,Bicycle,93.4,2,0,3
549,user_008,Paneer Tikka,11.4,18,17,0,1178.81,11,0,0,Fast Food,Cloudy,Medium,Bicycle,63.5,1,0,5
550,user_096,Paneer Tikka,8.9,20,21,0,796.93,68,0,3,Fast Food,Sunny,Medium,Bicycle,50.3,2,0,5
551,user_023,Paneer Tikka,11.09,21,19,0,1057.71,5,0,1,Continental,Rain,Low,Bicycle,59.5,5,0,2
552,user_028,Paneer Tikka,2.46,8,20,0,573.14,31,0,0,South Indian,Rain,Low,Scooter,26.5,4,0,2
553,user_002,Paneer Tikka,1.16,5,21,0,961.74,42,0,0,Italian,Sunny,Medium,Bicycle,20.4,2,0,4
554,user_024,Veg Fried Rice,5.22,20,16,0,109.67,32,1,3,Chinese,Sunny,High,Bicycle,51.3,3,0,1
555,user_043,Paneer Tikka,5.49,16,13,0,1337.01,25,1,2,Fast Food,Storm,Low,Bike,46.2,4,0,2
556,user_014,Paneer Tikka,6.2,26,12,0,1100.05,41,0,3,Fast Food,Rain,Low,Scooter,49.7,4,1,2
557,user_032,Veg Fried Rice,10.04,18,12,1,1467.01,1,0,2,Italian,Sunny,High,Bike,69.4,1,0,5
558,user_025,Veg Fried Rice,11.93,12,12,0,1032.86,54,1,0,Chinese,Cloudy,Medium,Bike,60.4,5,0,2
559,user_082,Margherita Pizza,2.71,9,15,1,696.82,25,1,0,Indian,Cloudy,Medium,Bike,41.4,5,0,3
560,user_001,Paneer Tikka,1.09,8,18,0,476.94,35,0,3,Fast Food,Storm,Low,Bicycle,30.8,1,0,2
561,user_095,Sushi Roll,2.63,20,19,1,609.01,38,1,0,Italian,Storm,Medium,Bicycle,60.7,2,0,2
562,user_010,Veg Fried Rice,10.7,9,18,0,981.38,15,1,1,Continental,Rain,Low,Bicycle,47.2,4,0,3
563,user_016,Chocolate Donut,1.0,11,10,0,685.5,32,0,2,Continental,Storm,Low,Bicycle,36.6,4,0,4
564,user_069,Veg Fried Rice,11.63,14,10,1,163.62,72,1,1,Fast Food,Sunny,Low,Bicycle,58.3,4,0,2
565,user_091,Ice Cream Cone,3.62,10,16,0,105.04,73,1,0,Fast Food,Storm,High,Scooter,57.3,5,0,3
566,user_035,Paneer Tikka,2.47,6,15,0,846.99,37,1,1,Chinese,Rain,High,Scooter,44.0,3,0,2
567,user_008,Ice Cream Cone,7.46,16,8,1,554.39,70,0,1,South Indian,Sunny,Low,Bicycle,47.3,5,0,3
568,user_082,Veg Fried Rice,6.68,29,14,0,1414.62,74,1,3,Chinese,Rain,Low,Scooter,55.7,3,0,4
569,user_024,Chocolate Donut,9.79,29,13,0,653.65,57,1,3,Chinese,Rain,Medium,Bike,67.0,4,1,2
570,user_059,Ice Cream Cone,0.74,10,20,0,1339.35,50,0,1,Chinese,Storm,High,Bike,45.3,1,0,1
571,user_081,Veg Fried Rice,4.85,5,8,0,254.05,1,0,0,Continental,Cloudy,High,Bike,42.4,1,0,1
572,user_035,Ice Cream Cone,6.02,23,11,1,1349.35,20,0,3,Indian,Rain,High,Bike,68.1,1,0,1
573,user_029,Ice Cream Cone,10.69,18,20,1,298.57,28,1,3,Indian,Sunny,High,Scooter,71.6,3,0,1
574,user_055,Veg Fried Rice,11.49,16,18,1,206.81,42,1,0,Fast Food,Cloudy,Low,Bike,64.3,5,0,5
575,user_092,Paneer Tikka,7.68,14,8,0,587.74,13,0,3,Chinese,Storm,Low,Bicycle,54.0,3,0,2
576,user_042,Margherita Pizza,8.8,30,13,0,1466.87,8,1,3,Continental,Cloudy,Medium,Bike,66.8,3,1,4
577,user_069,Chocolate Donut,11.69,24,15,0,1210.9,42,1,1,Italian,Rain,Medium,Scooter,68.3,5,0,4
578,user_061,Margherita Pizza,9.83,12,11,0,1084.33,30,0,1,Indian,Storm,High,Bicycle,74.9,1,0,1
579,user_090,Ice Cream Cone,10.11,22,12,0,1460.55,53,1,1,Italian,Rain,Low,Scooter,54.0,2,1,4
580,user_032,Paneer Tikka,8.57,26,8,0,914.25,61,0,1,Continental,Sunny,High,Scooter,61.8,3,1,5
581,user_020,Paneer Tikka,9.1,27,9,0,1428.27,60,0,2,Fast Food,Cloudy,Low,Scooter,55.3,1,0,5
582,user_035,Paneer Tikka,8.32,19,20,0,875.82,33,0,2,Chinese,Cloudy,Low,Scooter,49.4,4,0,2
583,user_022,Paneer Tikka,5.01,28,19,1,1466.38,9,0,3,Continental,Cloudy,Medium,Bicycle,61.0,4,0,4
584,user_040,Margherita Pizza,7.44,15,14,1,139.27,36,1,0,Chinese,Rain,Low,Bike,50.5,5,1,1
585,user_051,Veg Fried Rice,6.98,30,14,0,777.33,6,0,2,Chinese,Rain,Low,Bicycle,51.5,3,0,3
586,user_005,Sushi Roll,4.31,28,13,0,805.01,64,0,1,Fast Food,Rain,Low,Bicycle,43.5,4,0,2
587,user_094,Veg Fried Rice,8.76,11,18,1,1230.47,18,0,1,Continental,Storm,Low,Bicycle,64.6,5,0,4
588,user_064,Paneer Tikka,11.31,6,8,0,1346.95,49,1,0,Chinese,Rain,Medium,Scooter,58.2,5,0,2
589,user_059,Sushi Roll,2.45,14,23,0,326.06,35,0,2,Italian,Sunny,Medium,Bike,30.5,2,0,3
590,user_034,Ice Cream Cone,4.68,14,9,0,661.31,16,0,2,Fast Food,Cloudy,Low,Bicycle,34.7,4,0,5
591,user_060,Ice Cream Cone,6.95,9,10,0,1294.28,37,0,3,Continental,Sunny,High,Bike,50.8,2,0,3
592,user_009,Sushi Roll,5.85,7,18,0,352.38,13,0,3,Fast Food,Storm,High,Bicycle,60.1,2,0,5
593,user_100,Chocolate Donut,3.7,6,9,0,863.11,60,1,1,Fast Food,Cloudy,High,Bicycle,41.4,1,0,3
594,user_011,Sushi Roll,0.76,29,22,1,1057.14,34,0,1,Fast Food,Storm,Low,Bike,51.7,1,0,4
595,user_089,Margherita Pizza,1.12,18,21,1,578.83,38,1,2,South Indian,Cloudy,High,Scooter,55.1,4,0,3
596,user_059,Margherita Pizza,7.37,7,23,0,1111.81,74,0,2,Continental,Storm,Low,Bicycle,48.3,3,1,3
597,user_070,Margherita Pizza,11.86,9,20,0,988.01,74,1,1,Indian,Storm,Medium,Bicycle,68.4,2,0,2
598,user_046,Sushi Roll,0.67,16,21,0,122.67,39,0,0,Italian,Cloudy,Low,Bicycle,28.1,4,0,5
599,user_013,Paneer Tikka,2.53,24,11,0,327.72,55,0,3,Italian,Sunny,Low,Scooter,33.9,5,0,1
600,user_100,Chocolate Donut,9.12,24,20,1,1398.12,12,0,0,Continental,Sunny,High,Scooter,73.6,4,0,1
601,user_085,Sushi Roll,11.01,18,17,0,1371.19,50,1,2,Chinese,Storm,Low,Scooter,65.8,5,0,4
602,user_031,Veg Fried Rice,0.8,30,20,1,624.17,66,0,2,Continental,Cloudy,Low,Scooter,44.0,5,0,2
603,user_091,Margherita Pizza,11.3,17,11,0,1468.3,22,0,2,South Indian,Storm,Low,Bicycle,64.3,4,0,5
604,user_011,Veg Fried Rice,2.84,7,20,0,135.9,1,0,1,Fast Food,Rain,High,Bike,40.2,5,0,1
605,user_085,Paneer Tikka,4.62,12,16,0,1013.53,28,0,1,Continental,Cloudy,Medium,Bicycle,42.3,4,0,1
606,user_027,Chocolate Donut,1.78,24,11,0,271.76,18,0,1,Chinese,Sunny,High,Bicycle,43.8,4,0,4
607,user_023,Ice Cream Cone,1.38,26,9,0,687.87,40,0,3,Indian,Storm,Low,Scooter,47.5,2,0,1
608,user_020,Margherita Pizza,0.56,21,19,0,1138.38,15,1,0,Italian,Rain,Medium,Bicycle,39.3,5,0,1
609,user_060,Ice Cream Cone,8.87,9,23,1,474.63,61,1,0,Chinese,Sunny,Medium,Bike,52.6,5,0,4
610,user_063,Chocolate Donut,8.4,27,22,1,493.52,50,1,2,South Indian,Storm,Low,Scooter,69.9,2,0,4
611,user_033,Veg Fried Rice,4.91,11,21,1,894.0,47,0,0,South Indian,Rain,Medium,Bicycle,50.7,1,0,3
612,user_041,Paneer Tikka,9.8,18,8,1,1207.25,45,1,1,South Indian,Rain,Medium,Bike,69.0,3,1,3
613,user_072,Sushi Roll,7.03,15,10,1,1358.24,71,1,2,Continental,Sunny,High,Scooter,61.7,5,0,5
614,user_077,Sushi Roll,4.18,11,20,1,169.52,63,0,2,Continental,Storm,High,Scooter,64.7,1,0,2
615,user_006,Sushi Roll,10.35,5,8,0,1376.3,36,1,3,South Indian,Sunny,Medium,Bike,43.6,5,0,1
616,user_059,Chocolate Donut,4.15,16,11,1,660.48,71,0,3,Fast Food,Sunny,Medium,Bicycle,47.2,4,0,3
617,user_069,Paneer Tikka,0.62,8,9,1,1490.96,55,1,0,South Indian,Sunny,Low,Bike,23.3,3,0,3
618,user_017,Sushi Roll,4.29,24,12,1,1208.28,48,0,1,Indian,Sunny,Low,Scooter,48.1,5,0,5
619,user_092,Paneer Tikka,3.27,20,19,0,1025.78,35,0,3,Fast Food,Storm,High,Bike,59.5,3,0,5
620,user_076,Veg Fried Rice,6.19,11,18,1,118.38,27,0,3,Chinese,Cloudy,High,Bike,58.3,1,0,3
621,user_052,Margherita Pizza,1.72,9,10,0,406.3,46,0,3,Continental,Storm,High,Bike,51.8,5,0,3
622,user_004,Chocolate Donut,7.14,8,22,0,306.21,13,0,1,Fast Food,Cloudy,High,Scooter,49.5,4,0,3
623,user_049,Ice Cream Cone,2.94,17,21,0,803.07,65,0,3,Italian,Sunny,High,Bike,42.9,1,1,2
624,user_005,Veg Fried Rice,6.59,20,16,0,826.07,13,0,1,Italian,Cloudy,Medium,Bike,54.2,2,1,2
625,user_045,Ice Cream Cone,8.54,17,17,0,648.67,12,1,2,Indian,Sunny,Medium,Bike,50.2,2,0,5
626,user_019,Paneer Tikka,8.56,20,23,0,1134.73,30,1,0,Italian,Sunny,Low,Bike,43.4,3,0,4
627,user_006,Paneer Tikka,2.46,29,17,0,1294.33,45,0,0,Italian,Sunny,Low,Scooter,36.4,2,0,2
628,user_002,Sushi Roll,9.74,15,17,1,733.66,44,0,2,South Indian,Cloudy,Low,Bike,57.8,3,0,3
629,user_095,Ice Cream Cone,8.87,5,21,0,307.06,52,0,1,South Indian,Storm,Low,Scooter,48.8,1,0,3
630,user_051,Veg Fried Rice,11.6,25,21,0,1050.32,57,0,1,Chinese,Sunny,Low,Scooter,55.1,3,0,3
631,user_088,Margherita Pizza,4.45,24,22,0,272.15,58,0,2,Italian,Cloudy,Low,Bicycle,40.7,1,0,2
632,user_063,Sushi Roll,3.99,14,8,0,190.46,37,1,0,South Indian,Rain,High,Bicycle,49.1,5,0,4
633,user_026,Chocolate Donut,10.61,30,10,1,1302.61,71,1,0,Italian,Sunny,Low,Scooter,66.8,2,0,3
634,user_087,Sushi Roll,8.3,17,12,1,691.59,12,0,2,Chinese,Sunny,Medium,Scooter,58.2,2,0,2
635,user_068,Chocolate Donut,4.01,14,18,1,893.33,59,0,3,Italian,Cloudy,Medium,Bicycle,50.5,4,1,5
636,user_039,Margherita Pizza,5.34,18,19,0,745.8,71,1,3,Continental,Rain,Medium,Scooter,46.5,2,0,2
637,user_084,Paneer Tikka,8.21,19,18,1,1230.47,66,0,0,South Indian,Rain,Low,Scooter,55.3,3,0,5
638,user_095,Chocolate Donut,10.44,8,12,0,1136.66,65,0,0,Indian,Rain,High,Scooter,63.9,5,0,2
639,user_032,Margherita Pizza,11.88,5,11,1,1227.86,25,1,0,Continental,Cloudy,Medium,Bicycle,60.1,1,0,4
640,user_079,Paneer Tikka,3.95,20,21,0,1475.77,30,0,2,Indian,Storm,Medium,Bike,56.8,4,0,2
641,user_064,Sushi Roll,8.06,10,16,0,816.12,69,1,3,Continental,Sunny,Low,Bike,35.9,1,0,4
642,user_046,Margherita Pizza,2.2,14,22,0,739.92,72,0,2,Fast Food,Sunny,Medium,Scooter,29.5,5,0,4
643,user_093,Veg Fried Rice,10.4,11,18,0,588.37,67,0,0,Italian,Sunny,Low,Scooter,41.7,2,0,4
644,user_068,Sushi Roll,5.03,25,12,1,777.24,60,0,1,Continental,Cloudy,Medium,Bicycle,59.5,5,0,3
645,user_030,Ice Cream Cone,1.28,5,15,0,1292.84,20,1,0,South Indian,Rain,High,Bicycle,37.7,4,0,1
646,user_042,Paneer Tikka,3.38,6,22,1,1285.52,9,0,2,Chinese,Storm,Medium,Bike,52.3,1,0,4
647,user_086,Paneer Tikka,8.31,12,14,0,381.67,20,0,1,Chinese,Cloudy,Low,Scooter,40.7,1,0,1
648,user_046,Veg Fried Rice,10.44,15,12,0,359.43,67,0,1,Chinese,Sunny,Medium,Scooter,54.0,4,0,1
649,user_003,Margherita Pizza,7.05,9,17,0,1195.34,38,1,3,Fast Food,Storm,High,Scooter,61.3,5,0,3
650,user_015,Veg Fried Rice,1.36,23,23,0,437.96,66,0,2,Fast Food,Rain,Low,Bike,34.9,1,0,3
651,user_010,Veg Fried Rice,2.81,29,9,0,183.15,26,0,2,Continental,Sunny,Low,Scooter,39.9,1,0,3
652,user_084,Sushi Roll,1.43,22,21,0,770.28,16,0,0,Indian,Storm,High,Bicycle,55.6,4,0,4
653,user_049,Ice Cream Cone,9.49,11,12,1,847.86,48,0,0,Italian,Cloudy,Low,Bike,53.7,1,0,4
654,user_012,Veg Fried Rice,1.86,24,8,1,1475.55,47,0,2,Continental,Storm,High,Bike,68.1,1,0,2
655,user_017,Veg Fried Rice,1.15,6,20,1,277.4,23,0,2,Fast Food,Sunny,Low,Bicycle,24.2,2,0,4
656,user_100,Veg Fried Rice,11.29,11,17,1,792.9,45,0,1,Continental,Sunny,High,Bike,68.6,3,0,2
657,user_095,Veg Fried Rice,1.7,16,14,0,1360.6,62,0,1,South Indian,Rain,Medium,Bicycle,40.9,5,0,1
658,user_011,Paneer Tikka,7.97,19,16,0,1434.26,2,0,0,Italian,Cloudy,Low,Bike,45.8,5,0,5
659,user_078,Sushi Roll,1.01,11,16,0,631.06,55,0,2,Fast Food,Storm,Low,Scooter,31.4,3,0,5
660,user_069,Chocolate Donut,5.49,18,21,0,1195.66,7,0,3,Chinese,Sunny,Medium,Bicycle,46.0,3,0,5
661,user_038,Sushi Roll,11.92,12,20,0,284.62,1,0,2,Continental,Rain,Low,Scooter,51.7,2,0,1
662,user_003,Chocolate Donut,9.5,30,8,0,1180.19,1,1,2,South Indian,Rain,Medium,Scooter,69.8,2,0,4
663,user_099,Sushi Roll,3.01,6,16,0,911.4,10,0,2,Indian,Rain,Medium,Bicycle,37.4,4,0,4
664,user_030,Paneer Tikka,7.61,6,16,1,425.74,4,1,3,Chinese,Cloudy,High,Bike,60.7,1,0,3
665,user_088,Chocolate Donut,3.2,8,10,1,208.47,56,1,0,Indian,Rain,High,Bicycle,51.0,3,0,4
666,user_038,Margherita Pizza,4.64,18,8,0,1356.35,47,0,2,Italian,Cloudy,Low,Scooter,38.9,2,0,1
667,user_020,Chocolate Donut,9.03,30,10,0,914.08,44,0,3,South Indian,Cloudy,Medium,Bicycle,66.6,1,0,1
668,user_038,Margherita Pizza,10.6,30,18,1,172.0,60,0,3,Chinese,Storm,High,Bicycle,93.4,2,0,2
669,user_084,Chocolate Donut,1.83,12,15,0,723.01,52,0,2,Italian,Cloudy,Medium,Scooter,34.3,1,0,4
670,user_054,Veg Fried Rice,3.32,18,12,0,1043.75,17,0,2,Fast Food,Cloudy,High,Bike,48.9,1,1,5
671,user_022,Paneer Tikka,1.89,13,12,1,1171.71,60,0,1,Fast Food,Cloudy,Low,Scooter,38.0,4,1,5
672,user_093,Paneer Tikka,8.51,12,10,1,1096.78,15,0,2,South Indian,Storm,Medium,Scooter,69.2,5,1,3
673,user_048,Ice Cream Cone,5.51,29,22,0,767.95,17,0,0,Fast Food,Storm,High,Scooter,71.0,1,0,4
674,user_055,Sushi Roll,3.71,29,18,0,235.66,38,0,0,Italian,Storm,Low,Bicycle,54.0,5,0,4
675,user_037,Sushi Roll,8.95,28,23,0,394.95,66,0,2,Italian,Cloudy,Low,Bike,53.6,3,1,4
676,user_070,Veg Fried Rice,9.16,12,14,0,1033.01,18,1,1,Chinese,Cloudy,Medium,Scooter,49.5,1,0,1
677,user_016,Chocolate Donut,11.4,18,21,1,1124.93,66,1,3,Fast Food,Sunny,Medium,Bike,64.9,1,0,4
678,user_081,Ice Cream Cone,1.84,16,10,0,1225.1,28,0,2,Italian,Sunny,Low,Scooter,23.7,3,0,3
679,user_029,Ice Cream Cone,4.15,22,14,0,1025.58,4,0,0,Indian,Storm,Low,Bicycle,48.3,5,0,3
680,user_079,Margherita Pizza,3.75,11,13,0,988.68,11,0,1,Fast Food,Cloudy,Medium,Bike,35.1,1,0,1
681,user_081,Chocolate Donut,3.2,16,19,0,777.93,23,0,1,Fast Food,Rain,High,Scooter,52.5,4,0,5
682,user_060,Sushi Roll,10.63,29,11,1,1169.51,53,0,2,Fast Food,Rain,Low,Bike,69.4,4,1,3
683,user_053,Paneer Tikka,6.06,30,18,0,1309.61,52,0,0,Continental,Storm,High,Bike,73.9,5,0,3
684,user_053,Margherita Pizza,5.39,13,13,0,1377.32,34,0,1,Continental,Rain,Medium,Scooter,44.6,1,0,5
685,user_099,Veg Fried Rice,7.46,5,10,1,1430.39,2,0,0,Chinese,Sunny,High,Bicycle,56.8,3,0,1
686,user_071,Ice Cream Cone,2.31,22,15,1,653.74,29,0,1,South Indian,Cloudy,Medium,Bicycle,52.6,3,0,1
687,user_049,Ice Cream Cone,9.6,6,20,0,319.72,38,1,1,Indian,Sunny,High,Bike,50.4,1,0,2
688,user_025,Veg Fried Rice,8.8,29,17,1,1125.69,2,1,1,Continental,Rain,Low,Bike,63.9,5,0,3
689,user_062,Sushi Roll,1.65,25,15,0,906.68,48,0,0,Fast Food,Sunny,Medium,Scooter,37.0,4,0,4
690,user_062,Veg Fried Rice,9.27,27,11,0,251.63,28,0,0,Indian,Storm,High,Scooter,80.5,2,0,3
691,user_008,Chocolate Donut,2.45,20,16,1,930.77,10,1,3,Italian,Cloudy,High,Bike,57.3,5,0,4
692,user_031,Sushi Roll,7.0,18,22,1,1320.0,34,0,3,Italian,Rain,Low,Bike,54.4,3,0,4
693,user_055,Chocolate Donut,4.82,29,13,0,119.07,66,0,1,South Indian,Sunny,Low,Scooter,40.5,1,1,5
694,user_073,Ice Cream Cone,0.61,8,13,0,709.67,37,0,2,Fast Food,Cloudy,High,Bicycle,36.3,5,0,2
695,user_054,Margherita Pizza,7.45,20,12,0,748.03,42,0,1,Italian,Cloudy,High,Bicycle,59.6,4,1,4
696,user_072,Margherita Pizza,8.48,22,19,1,742.03,12,1,3,Indian,Sunny,Medium,Bicycle,62.2,1,0,1
697,user_028,Sushi Roll,4.02,24,13,0,1173.78,32,0,1,Chinese,Rain,Medium,Scooter,47.3,2,1,3
698,user_028,Paneer Tikka,9.31,15,12,0,905.92,75,0,3,South Indian,Sunny,Low,Bicycle,42.0,1,0,2
699,user_031,Veg Fried Rice,11.65,9,20,1,816.39,56,0,3,Chinese,Storm,Low,Scooter,66.4,5,0,4
700,user_063,Ice Cream Cone,4.15,7,16,0,1336.6,27,0,2,Fast Food,Storm,Medium,Scooter,47.5,4,0,1
701,user_023,Ice Cream Cone,10.46,19,8,1,1179.04,44,0,1,South Indian,Storm,High,Scooter,87.2,2,0,2
702,user_083,Chocolate Donut,4.07,8,20,1,1375.46,32,0,0,Fast Food,Rain,High,Bike,55.4,1,0,1
703,user_083,Veg Fried Rice,7.08,5,11,1,1308.46,60,0,3,Continental,Rain,Medium,Bicycle,52.1,4,0,1
704,user_025,Ice Cream Cone,8.97,9,8,1,215.95,15,1,0,Italian,Sunny,High,Bicycle,60.6,5,0,3
705,user_035,Paneer Tikka,7.25,16,13,0,822.88,51,0,0,Continental,Rain,High,Bike,57.7,5,0,4
706,user_090,Paneer Tikka,5.21,25,22,0,1145.56,0,0,2,Indian,Rain,High,Bike,59.2,4,0,1
707,user_093,Margherita Pizza,4.15,25,17,1,1452.07,21,0,1,Indian,Sunny,Low,Bicycle,46.7,4,1,2
708,user_038,Sushi Roll,3.8,13,22,0,296.6,40,0,1,Continental,Cloudy,Medium,Bike,38.2,2,0,3
709,user_090,Chocolate Donut,9.38,21,19,0,729.54,21,1,3,Indian,Storm,Medium,Bicycle,67.1,5,0,3
710,user_081,Margherita Pizza,9.05,13,23,0,227.06,26,0,3,Chinese,Rain,High,Bicycle,61.3,1,0,2
711,user_083,Paneer Tikka,7.27,6,13,0,551.32,13,0,0,Fast Food,Rain,Medium,Bicycle,43.3,4,0,3
712,user_033,Ice Cream Cone,0.75,30,19,1,963.26,75,0,3,Italian,Cloudy,Medium,Bicycle,53.3,4,0,5
713,user_004,Margherita Pizza,11.66,12,13,1,1168.44,64,1,3,Italian,Storm,High,Scooter,86.2,5,0,3
714,user_059,Paneer Tikka,4.33,6,12,1,1458.46,39,0,1,South Indian,Cloudy,High,Bike,53.8,4,0,2
715,user_061,Veg Fried Rice,10.36,18,20,1,226.23,31,1,2,Chinese,Rain,Medium,Bike,66.5,2,0,2
716,user_069,Paneer Tikka,11.04,17,19,1,279.9,17,0,2,Fast Food,Storm,Medium,Bicycle,80.9,4,0,4
717,user_025,Paneer Tikka,3.2,16,14,1,575.79,0,0,3,Continental,Sunny,Low,Bicycle,39.7,2,1,3
718,user_014,Chocolate Donut,5.4,14,10,0,535.53,61,1,3,Fast Food,Sunny,Medium,Scooter,38.4,4,0,3
